BWSID,MatchID,PlayerID,PlayerName,MatchName,HomeTeam,AwayTeam,CurrentInnings,InningsID,Overs,Maidens,Conceded,Wickets,EconomyRate,Dots,FoursConceded,SixesConceded,Wides,Noballs
BWS0217,M019,TP0095,Sunil Narine,KKR v DC,KKR,DC,KKR,1,4,0,21,2,5.25,12,3,0,0,0
BWS0218,M019,TP0079,Andre Russell,KKR v DC,KKR,DC,KKR,1,2,0,16,1,8,3,0,1,0,0
BWS0219,M019,TP0099,Venkatesh Iyer,KKR v DC,KKR,DC,KKR,1,1,0,14,0,14,0,1,1,0,0
BWS0220,M019,TP0037,Mustafizur Rahman,KKR v DC,KKR,DC,DC,2,4,0,21,0,5.25,13,2,0,0,0
BWS0221,M019,TP0044,Shardul Thakur,KKR v DC,KKR,DC,DC,2,2.4,0,30,2,11.25,5,3,2,0,0
BWS0222,M019,TP0031,Khaleel Ahmed,KKR v DC,KKR,DC,DC,2,4,0,25,3,6.25,13,4,0,0,0
BWS0223,M019,TP0241,Axar Patel,KKR v DC,KKR,DC,DC,2,3,0,32,0,10.66,4,2,2,0,0
BWS0224,M019,TP0032,Kuldeep Yadav,KKR v DC,KKR,DC,DC,2,4,0,35,4,8.75,8,2,2,2,0
BWS0225,M019,TP0042,Rovman Powell,KKR v DC,KKR,DC,DC,2,1,0,17,0,17,0,1,1,1,0
BWS0226,M019,TP0033,Lalit Yadav,KKR v DC,KKR,DC,DC,2,1,0,8,1,8,3,0,1,0,0
BWS0227,M020,TP0105,Dushmanta Chameera,RR v LSG,RR,LSG,LSG,1,4,0,22,0,5.5,14,2,0,2,0
BWS0228,M020,TP0107,Jason Holder,RR v LSG,RR,LSG,LSG,1,4,0,50,2,12.5,9,3,5,0,0
BWS0229,M020,TP0115,Mark Wood,RR v LSG,RR,LSG,LSG,1,4,0,29,0,7.25,7,3,0,3,0
BWS0230,M020,TP0102,Avesh Khan,RR v LSG,RR,LSG,LSG,1,4,0,31,1,7.75,9,1,2,1,0
BWS0231,M020,TP0108,K Gowtham,RR v LSG,RR,LSG,LSG,1,4,0,30,2,7.5,11,0,3,0,0
BWS0232,M020,TP0193,Trent Boult,RR v LSG,RR,LSG,RR,2,4,0,30,2,7.5,12,4,0,1,0
BWS0233,M020,TP0185,Prasidh Krishna,RR v LSG,RR,LSG,RR,2,4,0,35,1,8.75,13,4,2,1,0
BWS0234,M020,TP0186,R Ashwin,RR v LSG,RR,LSG,RR,2,4,0,20,0,5,5,0,0,0,0
BWS0235,M020,TP0180,Kuldeep Sen,RR v LSG,RR,LSG,RR,2,4,0,35,1,8.75,8,2,2,0,0
BWS0236,M020,TP0195,Yuzvendra Chahal,RR v LSG,RR,LSG,RR,2,4,0,41,4,10.25,7,3,2,2,0
BWS0237,M021,TP0221,Bhuvneshwar Kumar,SRH v GT,SRH,GT,SRH,1,4,0,37,2,9.25,10,3,0,4,0
BWS0238,M021,TP0227,Marco Jansen,SRH v GT,SRH,GT,SRH,1,4,0,27,1,6.75,8,3,0,2,0
BWS0239,M021,TP0240,Washington Sundar,SRH v GT,SRH,GT,SRH,1,3,0,14,0,4.66,7,1,0,0,0
BWS0240,M021,TP0237,T Natarajan,SRH v GT,SRH,GT,SRH,1,4,0,34,2,8.5,8,4,1,1,0
BWS0241,M021,TP0238,Umran Malik,SRH v GT,SRH,GT,SRH,1,4,0,39,1,9.75,8,5,0,1,0
BWS0242,M021,TP0220,Aiden Markram,SRH v GT,SRH,GT,SRH,1,1,0,9,0,9,2,0,1,0,0
BWS0243,M021,TP0062,Mohammad Shami,SRH v GT,SRH,GT,GT,2,4,0,32,0,8,8,3,1,0,0
BWS0244,M021,TP0056,Hardik Pandya,SRH v GT,SRH,GT,GT,2,4,0,27,1,6.75,10,0,2,0,0
BWS0245,M021,TP0060,Lockie Ferguson,SRH v GT,SRH,GT,GT,2,4,0,46,0,11.5,9,6,2,2,0
BWS0246,M021,TP0067,Rashid Khan,SRH v GT,SRH,GT,GT,2,4,0,28,1,7,6,2,0,0,0
BWS0247,M021,TP0052,Darshan Nalkande,SRH v GT,SRH,GT,GT,2,2.1,0,22,0,10.15,4,1,1,1,0
BWS0248,M021,TP0066,Rahul Tewatia,SRH v GT,SRH,GT,GT,2,1,0,10,0,10,1,0,1,0,0
BWS0249,M022,TP0211,Mohammed Siraj,CSK v RCB,CSK,RCB,RCB,1,4,0,37,0,9.25,11,4,2,0,1
BWS0250,M022,TP0207,Josh Hazlewood,CSK v RCB,CSK,RCB,RCB,1,4,0,33,1,8.25,12,1,3,1,0
BWS0251,M022,TP0196,Akash Deep,CSK v RCB,CSK,RCB,RCB,1,4,0,58,0,14.5,6,5,4,4,0
BWS0252,M022,TP0204,Glenn Maxwell,CSK v RCB,CSK,RCB,RCB,1,3,0,29,0,9.66,9,0,4,0,0
BWS0253,M022,TP0212,Shahbaz Ahamad,CSK v RCB,CSK,RCB,RCB,1,2,0,18,0,9,1,0,1,0,0
BWS0254,M022,TP0217,Wanindu Hasaranga,CSK v RCB,CSK,RCB,RCB,1,3,0,35,2,11.66,6,2,3,1,0
BWS0255,M022,TP0242,Moeen Ali,CSK v RCB,CSK,RCB,CSK,2,3,0,19,0,6.33,8,3,0,0,0
BWS0256,M022,TP0014,Mukesh Choudhary,CSK v RCB,CSK,RCB,CSK,2,3,0,40,1,13.33,4,2,2,2,0
BWS0257,M022,TP0011,Maheesh Theekshana,CSK v RCB,CSK,RCB,CSK,2,4,0,33,4,8.25,10,1,3,0,0
BWS0258,M022,TP0018,Ravindra Jadeja,CSK v RCB,CSK,RCB,CSK,2,4,0,39,3,9.75,10,4,2,0,0
BWS0259,M022,TP0004,Chris Jordan,CSK v RCB,CSK,RCB,CSK,2,2,0,20,0,10,2,3,0,0,0
BWS0260,M022,TP0008,Dwayne Bravo,CSK v RCB,CSK,RCB,CSK,2,4,0,42,1,10.5,6,4,0,6,1
BWS0261,M023,TP0123,Basil Thampi,MI v PK,MI,PK,MI,1,4,0,47,2,11.75,7,3,3,2,0
BWS0262,M023,TP0130,Jaydev Unadkat,MI v PK,MI,PK,MI,1,4,0,44,1,11,8,3,3,1,0
BWS0263,M023,TP0129,Jasprit Bumrah,MI v PK,MI,PK,MI,1,4,0,28,1,7,6,2,0,2,0
BWS0264,M023,TP0135,Murugan Ashwin,MI v PK,MI,PK,MI,1,4,0,34,1,8.5,7,2,2,0,0
BWS0265,M023,TP0145,Tymal Mills,MI v PK,MI,PK,MI,1,4,0,37,0,9.25,6,4,1,2,0
BWS0266,M023,TP0169,Vaibhav Arora,MI v PK,MI,PK,PK,2,4,0,43,1,10.75,9,2,4,2,0
BWS0267,M023,TP0156,Kagiso Rabada,MI v PK,MI,PK,PK,2,4,0,29,2,7.25,15,3,2,0,0
BWS0268,M023,TP0147,Arshdeep Singh,MI v PK,MI,PK,PK,2,4,0,29,0,7.25,11,2,1,0,1
BWS0269,M023,TP0160,Odean Smith,MI v PK,MI,PK,PK,2,3,0,30,4,10,9,1,3,2,0
BWS0270,M023,TP0157,Liam Livingstone,MI v PK,MI,PK,PK,2,1,0,11,0,11,1,2,0,0,0
BWS0271,M023,TP0163,Rahul Chahar,MI v PK,MI,PK,PK,2,4,0,44,0,11,6,2,4,0,0
BWS0272,M024,TP0176,James Neesham,RR v GT,RR,GT,RR,1,3,0,29,0,9.66,5,5,0,0,0
BWS0273,M024,TP0185,Prasidh Krishna,RR v GT,RR,GT,RR,1,4,0,35,0,8.75,11,5,1,1,1
BWS0274,M024,TP0180,Kuldeep Sen,RR v GT,RR,GT,RR,1,4,0,51,1,12.75,6,9,1,0,0
BWS0275,M024,TP0195,Yuzvendra Chahal,RR v GT,RR,GT,RR,1,4,0,32,1,8,6,1,2,1,0
BWS0276,M024,TP0188,Riyan Parag,RR v GT,RR,GT,RR,1,1,0,12,1,12,2,1,1,0,0
BWS0277,M024,TP0186,R Ashwin,RR v GT,RR,GT,RR,1,4,0,33,0,8.25,9,1,2,1,0
BWS0278,M024,TP0062,Mohammad Shami,RR v GT,RR,GT,GT,2,4,0,39,1,9.75,6,4,1,0,0
BWS0279,M024,TP0073,Yash Dayal,RR v GT,RR,GT,GT,2,4,0,40,3,10,13,6,2,0,0
BWS0280,M024,TP0067,Rashid Khan,RR v GT,RR,GT,GT,2,4,0,24,0,6,11,1,1,0,0
BWS0281,M024,TP0060,Lockie Ferguson,RR v GT,RR,GT,GT,2,4,0,23,3,5.75,12,0,2,0,0
BWS0282,M024,TP0066,Rahul Tewatia,RR v GT,RR,GT,GT,2,1,0,9,0,9,2,0,1,0,0
BWS0283,M024,TP0056,Hardik Pandya,RR v GT,RR,GT,GT,2,2.3,0,18,1,7.2,4,1,0,2,0
BWS0284,M024,TP0071,Vijay Shankar,RR v GT,RR,GT,GT,2,0.3,0,1,0,2,2,0,0,0,0
BWS0285,M025,TP0221,Bhuvneshwar Kumar,SRH v KKR,SRH,KKR,SRH,1,4,0,37,1,9.25,13,4,2,1,0
BWS0286,M025,TP0227,Marco Jansen,SRH v KKR,SRH,KKR,SRH,1,4,0,26,1,6.5,12,2,1,1,0
BWS0287,M025,TP0237,T Natarajan,SRH v KKR,SRH,KKR,SRH,1,4,0,37,3,9.25,11,4,2,0,0
BWS0288,M025,TP0238,Umran Malik,SRH v KKR,SRH,KKR,SRH,1,4,0,27,2,6.75,15,1,2,0,0
BWS0289,M025,TP0235,Shashank Singh,SRH v KKR,SRH,KKR,SRH,1,1,0,10,0,10,1,1,0,1,0
BWS0290,M025,TP0225,Jagadeesha Suchith,SRH v KKR,SRH,KKR,SRH,1,3,0,32,1,10.66,6,3,2,0,0
BWS0291,M025,TP0097,Umesh Yadav,SRH v KKR,SRH,KKR,KKR,2,4,0,31,0,7.75,10,5,0,1,0
BWS0292,M025,TP0086,Pat Cummins,SRH v KKR,SRH,KKR,KKR,2,3.5,0,40,1,10.43,8,3,2,2,0
BWS0293,M025,TP0079,Andre Russell,SRH v KKR,SRH,KKR,KKR,2,2,0,20,2,10,6,1,2,1,0
BWS0294,M025,TP0078,Aman Khan,SRH v KKR,SRH,KKR,KKR,2,1,0,13,0,13,1,1,1,0,0
BWS0295,M025,TP0098,Varun Chakravarty,SRH v KKR,SRH,KKR,KKR,2,3,0,45,0,15,2,3,4,0,0
BWS0296,M025,TP0095,Sunil Narine,SRH v KKR,SRH,KKR,KKR,2,4,0,23,0,5.75,8,0,1,0,0
BWS0297,M026,TP0143,Tilak Varma,MI v LSG,MI,LSG,MI,1,1,0,7,0,7,2,1,0,0,0
BWS0298,M026,TP0130,Jaydev Unadkat,MI v LSG,MI,LSG,MI,1,4,0,32,2,8,8,3,1,1,0
BWS0299,M026,TP0135,Murugan Ashwin,MI v LSG,MI,LSG,MI,1,4,0,33,1,8.25,8,2,2,0,0
BWS0300,M026,TP0129,Jasprit Bumrah,MI v LSG,MI,LSG,MI,1,4,0,24,0,6,9,1,0,2,0
BWS0301,M026,TP0145,Tymal Mills,MI v LSG,MI,LSG,MI,1,3,0,54,0,18,3,9,2,1,0
BWS0302,M026,TP0126,Fabian Allen,MI v LSG,MI,LSG,MI,1,4,0,46,1,11.5,6,4,3,0,0
BWS0303,M026,TP0107,Jason Holder,MI v LSG,MI,LSG,LSG,2,4,0,34,1,8.5,7,2,1,2,0
BWS0304,M026,TP0105,Dushmanta Chameera,MI v LSG,MI,LSG,LSG,2,4,0,48,1,12,11,3,4,1,0
BWS0305,M026,TP0102,Avesh Khan,MI v LSG,MI,LSG,LSG,2,4,0,30,3,7.5,14,6,0,1,0
BWS0306,M026,TP0115,Mark Wood,MI v LSG,MI,LSG,LSG,2,4,0,34,1,8.5,4,4,0,1,0
BWS0307,M026,TP0243,Marcus Stoinis,MI v LSG,MI,LSG,LSG,2,2,0,13,1,6.5,4,1,0,0,0
BWS0308,M026,TP0111,Krunal Pandya,MI v LSG,MI,LSG,LSG,2,2,0,16,0,8,2,2,0,0,0
BWS0309,M027,TP0037,Mustafizur Rahman,DC v RCB,DC,RCB,DC,1,4,0,48,0,12,8,7,2,1,0
BWS0310,M027,TP0044,Shardul Thakur,DC v RCB,DC,RCB,DC,1,4,0,27,1,6.75,14,3,1,1,0
BWS0311,M027,TP0031,Khaleel Ahmed,DC v RCB,DC,RCB,DC,1,4,0,36,1,9,9,3,2,0,0
BWS0312,M027,TP0241,Axar Patel,DC v RCB,DC,RCB,DC,1,4,0,29,1,7.25,7,3,0,1,0
BWS0313,M027,TP0032,Kuldeep Yadav,DC v RCB,DC,RCB,DC,1,4,0,46,1,11.5,7,3,3,3,0
BWS0314,M027,TP0204,Glenn Maxwell,DC v RCB,DC,RCB,RCB,2,2,0,14,0,7,4,0,1,0,0
BWS0315,M027,TP0211,Mohammed Siraj,DC v RCB,DC,RCB,RCB,2,4,0,31,2,7.75,10,1,2,0,0
BWS0316,M027,TP0207,Josh Hazlewood,DC v RCB,DC,RCB,RCB,2,4,0,28,3,7,12,3,1,1,0
BWS0317,M027,TP0212,Shahbaz Ahamad,DC v RCB,DC,RCB,RCB,2,2,0,19,0,9.5,3,1,1,2,0
BWS0318,M027,TP0205,Harshal Patel,DC v RCB,DC,RCB,RCB,2,4,0,40,0,10,5,3,2,1,0
BWS0319,M027,TP0217,Wanindu Hasaranga,DC v RCB,DC,RCB,RCB,2,4,0,40,1,10,9,3,3,0,0
BWS0320,M028,TP0221,Bhuvneshwar Kumar,PK v SRH,PK,SRH,SRH,1,4,0,22,3,5.5,13,1,1,0,0
BWS0321,M028,TP0227,Marco Jansen,PK v SRH,PK,SRH,SRH,1,4,0,35,0,8.75,11,5,1,1,0
BWS0322,M028,TP0237,T Natarajan,PK v SRH,PK,SRH,SRH,1,4,0,38,1,9.5,8,3,1,4,0
BWS0323,M028,TP0225,Jagadeesha Suchith,PK v SRH,PK,SRH,SRH,1,4,0,28,1,7,10,1,2,1,0
BWS0324,M028,TP0238,Umran Malik,PK v SRH,PK,SRH,SRH,1,4,1,28,4,7,15,3,2,0,0
BWS0325,M028,TP0169,Vaibhav Arora,PK v SRH,PK,SRH,PK,2,3.5,0,35,0,9.13,9,5,1,0,0
BWS0326,M028,TP0156,Kagiso Rabada,PK v SRH,PK,SRH,PK,2,4,0,29,1,7.25,9,3,0,0,0
BWS0327,M028,TP0147,Arshdeep Singh,PK v SRH,PK,SRH,PK,2,4,0,32,0,8,7,3,0,2,0
BWS0328,M028,TP0163,Rahul Chahar,PK v SRH,PK,SRH,PK,2,4,0,28,2,7,7,1,0,1,0
BWS0329,M028,TP0160,Odean Smith,PK v SRH,PK,SRH,PK,2,1,0,8,0,8,3,0,1,0,0
BWS0330,M028,TP0157,Liam Livingstone,PK v SRH,PK,SRH,PK,2,2,0,19,0,9.5,3,0,2,0,0
BWS0331,M029,TP0062,Mohammad Shami,GT v CSK,GT,CSK,GT,1,4,0,20,1,5,13,2,0,2,0
BWS0332,M029,TP0073,Yash Dayal,GT v CSK,GT,CSK,GT,1,4,0,40,1,10,8,3,2,1,1
BWS0333,M029,TP0050,Alzarri Joseph,GT v CSK,GT,CSK,GT,1,4,0,34,2,8.5,10,1,3,1,0
BWS0334,M029,TP0060,Lockie Ferguson,GT v CSK,GT,CSK,GT,1,4,0,46,0,11.5,5,4,3,0,0
BWS0335,M029,TP0067,Rashid Khan,GT v CSK,GT,CSK,GT,1,4,0,29,0,7.25,5,1,1,0,0
BWS0336,M029,TP0014,Mukesh Choudhary,GT v CSK,GT,CSK,CSK,2,3,0,18,1,6,10,3,0,1,0
BWS0337,M029,TP0011,Maheesh Theekshana,GT v CSK,GT,CSK,CSK,2,4,0,24,2,6,8,1,1,0,0
BWS0338,M029,TP0004,Chris Jordan,GT v CSK,GT,CSK,CSK,2,3.5,0,58,0,15.13,4,5,4,0,1
BWS0339,M029,TP0018,Ravindra Jadeja,GT v CSK,GT,CSK,CSK,2,3,0,25,1,8.33,6,1,2,0,0
BWS0340,M029,TP0242,Moeen Ali,GT v CSK,GT,CSK,CSK,2,2,0,17,0,8.5,3,1,1,0,0
BWS0341,M029,TP0008,Dwayne Bravo,GT v CSK,GT,CSK,CSK,2,4,1,23,3,5.75,12,1,1,0,0
BWS0342,M030,TP0097,Umesh Yadav,RR v KKR,RR,KKR,KKR,1,4,0,44,0,11,11,3,3,0,1
BWS0343,M030,TP0093,Shivam Mavi,RR v KKR,RR,KKR,KKR,1,4,0,34,1,8.5,10,4,1,0,0
BWS0344,M030,TP0098,Varun Chakravarty,RR v KKR,RR,KKR,KKR,1,2,0,30,0,15,1,1,2,1,0
BWS0345,M030,TP0086,Pat Cummins,RR v KKR,RR,KKR,KKR,1,4,0,50,1,12.5,4,7,1,2,0
BWS0346,M030,TP0095,Sunil Narine,RR v KKR,RR,KKR,KKR,1,4,0,21,2,5.25,11,0,1,2,0
BWS0347,M030,TP0079,Andre Russell,RR v KKR,RR,KKR,KKR,1,2,0,29,1,14.5,3,3,2,1,0
BWS0348,M030,TP0193,Trent Boult,RR v KKR,RR,KKR,RR,2,4,0,48,0,12,7,5,3,0,0
BWS0349,M030,TP0185,Prasidh Krishna,RR v KKR,RR,KKR,RR,2,4,0,43,1,10.75,5,6,0,5,0
BWS0350,M030,TP0184,Obed McCoy,RR v KKR,RR,KKR,RR,2,3.4,0,41,2,11.18,6,2,2,4,0
BWS0351,M030,TP0186,R Ashwin,RR v KKR,RR,KKR,RR,2,4,0,38,1,9.5,8,1,3,0,0
BWS0352,M030,TP0195,Yuzvendra Chahal,RR v KKR,RR,KKR,RR,2,4,0,40,5,10,7,4,1,4,0
BWS0353,M031,TP0105,Dushmanta Chameera,LSG v RCB,LSG,RCB,LSG,1,3,0,31,2,10.33,7,4,1,1,0
BWS0354,M031,TP0102,Avesh Khan,LSG v RCB,LSG,RCB,LSG,1,4,0,33,0,8.25,7,2,1,1,0
BWS0355,M031,TP0111,Krunal Pandya,LSG v RCB,LSG,RCB,LSG,1,4,0,29,1,7.25,6,2,1,0,0
BWS0356,M031,TP0115,Mark Wood,LSG v RCB,LSG,RCB,LSG,1,4,0,47,0,11.75,5,4,2,1,1
BWS0357,M031,TP0107,Jason Holder,LSG v RCB,LSG,RCB,LSG,1,4,0,25,2,6.25,8,2,0,2,0
BWS0358,M031,TP0243,Marcus Stoinis,LSG v RCB,LSG,RCB,LSG,1,1,0,14,0,14,0,2,0,1,0
BWS0359,M031,TP0211,Mohammed Siraj,LSG v RCB,LSG,RCB,RCB,2,4,0,31,1,7.75,12,6,0,1,0
BWS0360,M031,TP0204,Glenn Maxwell,LSG v RCB,LSG,RCB,RCB,2,2,0,11,1,5.5,6,1,0,1,0
BWS0361,M031,TP0207,Josh Hazlewood,LSG v RCB,LSG,RCB,RCB,2,4,0,25,4,6.25,10,1,1,2,0
BWS0362,M031,TP0212,Shahbaz Ahamad,LSG v RCB,LSG,RCB,RCB,2,4,0,25,0,6.25,10,1,1,0,0
BWS0363,M031,TP0205,Harshal Patel,LSG v RCB,LSG,RCB,RCB,2,4,0,47,2,11.75,7,4,2,3,0
BWS0364,M031,TP0217,Wanindu Hasaranga,LSG v RCB,LSG,RCB,RCB,2,2,0,20,0,10,5,1,2,0,0
BWS0365,M032,TP0044,Shardul Thakur,DC v PK,DC,PBKS,DC,1,2,0,20,0,10,5,4,0,0,0
BWS0366,M032,TP0031,Khaleel Ahmed,DC v PK,DC,PBKS,DC,1,4,0,21,2,5.25,13,2,0,1,0
BWS0367,M032,TP0033,Lalit Yadav,DC v PK,DC,PBKS,DC,1,2,0,11,2,5.5,8,2,0,0,0
BWS0368,M032,TP0037,Mustafizur Rahman,DC v PK,DC,PBKS,DC,1,4,0,28,1,7,14,4,1,0,0
BWS0369,M032,TP0241,Axar Patel,DC v PK,DC,PBKS,DC,1,4,0,10,2,2.5,14,0,0,0,0
BWS0370,M032,TP0032,Kuldeep Yadav,DC v PK,DC,PBKS,DC,1,4,0,24,2,6,9,3,0,0,0
BWS0371,M032,TP0169,Vaibhav Arora,DC v PK,DC,PBKS,PK,2,2,0,31,0,15.5,2,5,1,0,0
BWS0372,M032,TP0156,Kagiso Rabada,DC v PK,DC,PBKS,PK,2,3,0,35,0,11.66,5,5,1,1,0
BWS0373,M032,TP0147,Arshdeep Singh,DC v PK,DC,PBKS,PK,2,1,0,17,0,17,1,3,0,3,0
BWS0374,M032,TP0159,Nathan Ellis,DC v PK,DC,PBKS,PK,2,2,0,15,0,7.5,5,2,0,2,0
BWS0375,M032,TP0163,Rahul Chahar,DC v PK,DC,PBKS,PK,2,2.3,0,21,1,8.4,4,3,0,0,0
BWS0376,M033,TP0014,Mukesh Choudhary,MI v CSK,MI,CSK,CSK,1,3,0,19,3,6.33,12,3,0,1,0
BWS0377,M033,TP0012,Mitchell Santner,MI v CSK,MI,CSK,CSK,1,3,0,16,1,5.33,9,2,0,0,0
BWS0378,M033,TP0011,Maheesh Theekshana,MI v CSK,MI,CSK,CSK,1,4,0,35,1,8.75,4,1,2,0,0
BWS0379,M033,TP0018,Ravindra Jadeja,MI v CSK,MI,CSK,CSK,1,4,0,30,0,7.5,8,2,1,0,0
BWS0380,M033,TP0007,Dwaine Pretorius,MI v CSK,MI,CSK,CSK,1,2,0,17,0,8.5,4,0,1,0,0
BWS0381,M033,TP0008,Dwayne Bravo,MI v CSK,MI,CSK,CSK,1,4,0,36,2,9,9,4,1,2,0
BWS0382,M033,TP0124,Daniel Sams,MI v CSK,MI,CSK,MI,2,4,0,30,4,7.5,12,2,2,1,0
BWS0383,M033,TP0129,Jasprit Bumrah,MI v CSK,MI,CSK,MI,2,4,0,29,0,7.25,9,2,1,2,0
BWS0384,M033,TP0139,Riley Meredith,MI v CSK,MI,CSK,MI,2,4,0,25,1,6.25,14,2,1,2,0
BWS0385,M033,TP0130,Jaydev Unadkat,MI v CSK,MI,CSK,MI,2,4,0,48,2,12,5,4,3,1,0
BWS0386,M033,TP0127,Hrithik Shokeen,MI v CSK,MI,CSK,MI,2,4,0,23,0,5.75,11,1,1,1,0
BWS0387,M034,TP0031,Khaleel Ahmed,DC v RR,DC,RR,DC,1,4,0,47,1,11.75,12,4,4,1,0
BWS0388,M034,TP0044,Shardul Thakur,DC v RR,DC,RR,DC,1,3,1,29,0,9.66,8,2,2,2,0
BWS0389,M034,TP0033,Lalit Yadav,DC v RR,DC,RR,DC,1,4,0,41,0,10.25,7,3,3,0,0
BWS0390,M034,TP0037,Mustafizur Rahman,DC v RR,DC,RR,DC,1,4,0,43,1,10.75,6,6,1,0,0
BWS0391,M034,TP0032,Kuldeep Yadav,DC v RR,DC,RR,DC,1,3,0,40,0,13.33,3,3,3,1,0
BWS0392,M034,TP0241,Axar Patel,DC v RR,DC,RR,DC,1,2,0,21,0,10.5,5,3,1,0,0
BWS0393,M034,TP0193,Trent Boult,DC v RR,DC,RR,RR,2,4,0,47,0,11.75,10,4,4,1,0
BWS0394,M034,TP0185,Prasidh Krishna,DC v RR,DC,RR,RR,2,4,1,22,3,5.5,14,4,0,0,0
BWS0395,M034,TP0184,Obed McCoy,DC v RR,DC,RR,RR,2,3,0,52,1,17.33,5,5,4,2,1
BWS0396,M034,TP0186,R Ashwin,DC v RR,DC,RR,RR,2,4,0,32,2,8,4,3,0,1,0
BWS0397,M034,TP0195,Yuzvendra Chahal,DC v RR,DC,RR,RR,2,4,0,28,1,7,8,0,2,1,0
BWS0398,M034,TP0188,Riyan Parag,DC v RR,DC,RR,RR,2,1,0,22,0,22,0,1,2,2,0
BWS0399,M035,TP0097,Umesh Yadav,KKR v GT,KKR,GT,KKR,1,4,0,31,1,7.75,10,3,1,0,0
BWS0400,M035,TP0096,Tim Southee,KKR v GT,KKR,GT,KKR,1,4,0,24,3,6,11,2,0,2,0
BWS0401,M035,TP0093,Shivam Mavi,KKR v GT,KKR,GT,KKR,1,4,0,36,1,9,6,2,1,3,0
BWS0402,M035,TP0095,Sunil Narine,KKR v GT,KKR,GT,KKR,1,4,0,31,0,7.75,7,1,2,0,0
BWS0403,M035,TP0098,Varun Chakravarty,KKR v GT,KKR,GT,KKR,1,3,0,26,0,8.66,5,1,1,2,0
BWS0404,M035,TP0079,Andre Russell,KKR v GT,KKR,GT,KKR,1,1,0,5,4,5,4,1,0,0,0
BWS0405,M035,TP0062,Mohammad Shami,KKR v GT,KKR,GT,GT,2,4,0,20,2,5,16,2,1,1,0
BWS0406,M035,TP0073,Yash Dayal,KKR v GT,KKR,GT,GT,2,4,0,42,2,10.5,10,3,3,2,1
BWS0407,M035,TP0050,Alzarri Joseph,KKR v GT,KKR,GT,GT,2,4,0,31,1,7.75,12,2,2,1,0
BWS0408,M035,TP0060,Lockie Ferguson,KKR v GT,KKR,GT,GT,2,4,0,33,1,8.25,13,2,3,1,0
BWS0409,M035,TP0067,Rashid Khan,KKR v GT,KKR,GT,GT,2,4,0,22,2,5.5,11,2,0,0,0
BWS0410,M036,TP0221,Bhuvneshwar Kumar,RCB v SRH,RCB,SRH,SRH,1,2.1,0,8,1,3.69,8,1,0,0,0
BWS0411,M036,TP0227,Marco Jansen,RCB v SRH,RCB,SRH,SRH,1,4,0,25,3,6.25,14,4,0,3,0
BWS0412,M036,TP0237,T Natarajan,RCB v SRH,RCB,SRH,SRH,1,3,0,10,3,3.33,13,0,0,1,0
BWS0413,M036,TP0225,Jagadeesha Suchith,RCB v SRH,RCB,SRH,SRH,1,3,0,12,2,4,12,0,0,2,0
BWS0414,M036,TP0238,Umran Malik,RCB v SRH,RCB,SRH,SRH,1,4,0,13,1,3.25,19,1,0,1,1
BWS0415,M036,TP0211,Mohammed Siraj,RCB v SRH,RCB,SRH,RCB,2,2,0,15,0,7.5,6,1,1,1,0
BWS0416,M036,TP0207,Josh Hazlewood,RCB v SRH,RCB,SRH,RCB,2,3,0,31,0,10.33,7,6,0,0,0
